_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
317561,18396,605489,whales and leeches,red fang,2013,whales and leeches,red fang,2013
317562,2610,339552,in love with the dudley corporation,the dudley coroporation,2005,in love with the dudley corporation,the dudley corporation,2005
317897,10414,379515,storyteller & the gossip columnist,southerly,2007,storyteller & the gossip columnist,southerly,2009
317963,21906,999962,the colour in anything,james blake,2016,the colour in anything,james blake,2016
318124,21493,954467,a minor thought,moomin,2016,a minor thought,moomin (3),2016
318145,9157,19420,the return of dr. octagon,dr. octagon,2006,the return of dr. octagon,dr. octagon,2006
318157,12702,183001,200 million thousand,black lips,2009,200 million thousand,the black lips,2009
318160,6603,191207,the death of quickspace,quickspace,,the death of quickspace,quickspace,2000
318434,14936,515302,floored by four,floored by four,2010,floored by four,floored by four,2010
318454,5321,446418,the minus 5,the minus 5,2006,the minus 5,the minus 5,2006
318462,13615,219421,christmas in the heart,bob dylan,2009,christmas in the heart,bob dylan,2009
318871,8618,66967,"if you can't beat 'em, bite 'em",weird war,2004,"if you can't beat 'em, bite 'em",weird war,2004
318873,3588,107445,universal truths and cycles,guided by voices,2002,universal truths and cycles,guided by voices,2002
318948,6751,57840,in time: the best of r.e.m. 1988-2003,r.e.m.,2003,in time: the best of r.e.m. 1988-2003,r.e.m.,2003
319028,4161,488597,strange we should meet here,idiot pilot,2005,strange we should meet here,idiot pilot,2004
319181,2329,15013,"whatever you love, you are",dirty three,2000,"whatever you love, you are",dirty three/dirty three,2000
319324,16501,433070,woods / amps for christ,"amps for christ, woods",2012,woods / amps for christ,amps for christ/amps for christ/woods (2)/woods (2),2012
319525,16264,413037,and never ending nights,loops of your heart,2012,and never ending nights,loops of your heart/loops of your heart,2012
319623,10068,82701,our earthly pleasures,maximo park,2007,our earthly pleasures,maxïmo park/maxïmo park,2007
319651,13671,188805,all shall fall,immortal,2009,all shall fall,immortal/immortal,2009
319656,14856,275514,history of modern,orchestral manoeuvres in the dark,2010,history of modern,orchestral manoeuvres in the dark/orchestral manoeuvres in the dark,2010
319795,10271,411874,the warmth of the sun,the beach boys,2007,the warmth of the sun,the beach boys/the beach boys,2007
319881,14481,686664,somewhere on the golden coast,the henry clay people,2010,somewhere on the golden coast,the henry clay people/the henry clay people,2010
320161,10720,149631,the sultanic verses,mark sultan,2007,the sultanic verses,mark sultan/mark sultan,2007
320165,5778,156798,this is the glamorous,new wet kojak,2003,this is the glamorous,new wet kojak/new wet kojak,2003
320195,3971,326760,introducing the sounds of the husbands,husbands,2003,introducing the sounds of the husbands,the husbands/the husbands,2003
320440,8031,760848,change is on its way,three 4 tens,2001,change is on its way,the three 4 tens/the three 4 tens,2002
320545,11143,205088,in her gentle jaws,the depreciation guild,2007,in her gentle jaws,the depreciation guild/the depreciation guild,2007
320546,11976,208575,a long way around to a shortcut,sic alps,2008,a long way around to a shortcut,sic alps/sic alps,2008
320556,12294,1135606,break up the concrete,the pretenders,2008,break up the concrete,the pretenders/the pretenders,2008
321314,6108,148134,one ten hundred thousand million,the octopus project,2005,one ten hundred thousand million,the octopus project/the octopus project,2005
321592,5639,9359,from here to eternity,giorgio moroder,1977/2004,from here to eternity,danny tenaglia/danny tenaglia/giorgio moroder/giorgio moroder,2000
321925,22439,1075871,while they were sleeping,candiria,2016,while they were sleeping,candiria/candiria,2016
321931,4741,43248,shake the sheets,ted leo and the pharmacists,2004,shake the sheets,ted leo / pharmacists/ted leo / pharmacists,2004
322183,13960,227203,have one on me,joanna newsom,2010,have one on me,joanna newsom/joanna newsom,2010
322476,15628,381189,when fish ride bicycles,the cool kids,2011,when fish ride bicycles,cool kids/cool kids,2011
322480,7986,58615,the no music,themselves,2002,the no music,themselves/themselves,2002
322584,14233,250642,bigger and blackerer,david cross,2010,bigger and blackerer,david cross (2)/david cross (2),2010
322711,21412,963890,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975,2016,"i like it when you sleep, for you are so beautiful yet so unaware of it",the 1975/the 1975,2016
322761,19806,744335,plowing into the field of love,iceage,2014,plowing into the field of love,iceage/iceage,2014
322826,15352,352569,beyond the 4th door,eternal tapestry,2011,beyond the 4th door,eternal tapestry/eternal tapestry,2011
322959,17566,527693,burnt up on re-entry,boduf songs,2013,burnt up on re-entry,boduf songs/boduf songs,2013
322968,14192,238487,a book of songs for anne marie,baby dee,2010,a book of songs for anne marie,baby dee (2)/baby dee (2),2010
323411,12275,150072,in ear park,department of eagles,2008,in ear park,department of eagles/department of eagles,2008
323429,11241,148124,venus on earth,dengue fever,2008,venus on earth,dengue fever/dengue fever,2008
323430,8523,187268,"volcano, i'm still excited!!","volcano, i'm still excited!!",2004,"volcano, i'm still excited!!","volcano, i'm still excited!!/volcano, i'm still excited!!",2004
323446,7080,356744,nobody knows this is everywhere,764-hero,2002,nobody knows this is everywhere,764-hero/764-hero,2002
323610,7503,779906,oscillons from the anti-sun,stereolab,2005,oscillons from the anti-sun,stereolab/stereolab,2005
323700,14665,315302,postcards from a young man,manic street preachers,2010,postcards from a young man,manic street preachers/manic street preachers,2011
323703,21691,900448,oh inhuman spectacle,methyl ethel,2016,oh inhuman spectacle,methyl ethel/methyl ethel,2015
324065,5560,167354,in the fishtank,"jaga jazzist, motorpsycho",2003,in the fishtank,jaga jazzist horns/jaga jazzist horns/motorpsycho/motorpsycho,2003
324268,9687,38767,live at the fillmore east,"neil young, crazy horse",2006,live at the fillmore east,neil young & crazy horse/neil young & crazy horse,2006
324279,7380,114484,with the tides,south,2003,with the tides,south/south,2003
324334,11095,337084,the evening descends,evangelicals,2008,the evening descends,evangelicals/evangelicals,2008
324360,15910,381079,the great escape artist,jane's addiction,2011,the great escape artist,jane's addiction/jane's addiction,2011
324402,18695,624032,don't tell the driver,mick turner,2013,don't tell the driver,mick turner/mick turner,2013
324419,19173,684139,make my head sing...,jessica lea mayfield,2014,make my head sing...,jessica lea mayfield/jessica lea mayfield,2014
324585,19844,735168,singer's grave a sea of tongues,bonnie prince billy,2014,singer's grave a sea of tongues,"bonnie ""prince"" billy/bonnie ""prince"" billy",2014
324823,21596,979503,everything you've come to expect,the last shadow puppets,2016,everything you've come to expect,the last shadow puppets/the last shadow puppets,2016
324865,21726,1016331,on my one,jake bugg,2016,on my one,jake bugg/jake bugg,2016
325185,12712,346652,the blue depths,odawas,2009,the blue depths,odawas/odawas,2009
325314,12688,303098,astral weeks live at the hollywood bowl,van morrison,2009,astral weeks live at the hollywood bowl,van morrison/van morrison,2009
325730,6671,99796,long knives drawn,rainer maria,2003,long knives drawn,rainer maria/rainer maria,2003
325735,16069,380036,welcome to condale,summer camp,2011,welcome to condale,summer camp/summer camp,2011
325736,15917,410085,breaks in the armor,crooked fingers,2011,breaks in the armor,crooked fingers/crooked fingers,2011
325819,12033,210529,ragga twins step out,ragga twins,2008,ragga twins step out,the ragga twins/the ragga twins,2008
325911,19213,881014,free to eat,plague vendor,2014,free to eat,plague vendor/plague vendor,2014
325912,21106,903681,international blackjazz society,shining,2015,international blackjazz society,shining (2)/shining (2),2015
326031,9779,52380,my heart has a wish that you would not go,aereogramme,2007,my heart has a wish that you would not go,aereogramme/aereogramme,2007
326203,16380,419392,frying on this rock,white hills,2012,frying on this rock,white hills/white hills,2012
326233,15995,376000,in animal tongue,evangelista,2011,in animal tongue,evangelista (2)/evangelista (2),2011
326238,7701,252652,living in america,sounds,2003,living in america,the sounds/the sounds,2002
326507,11494,135715,everything's the rush,delays,2008,everything's the rush,delays/delays,2008
326554,7527,399794,the revolt against tired noises,stratford 4,2001,the revolt against tired noises,the stratford 4/the stratford 4,2002
326814,22386,1071914,open to chance,itasca,2016,open to chance,itasca/itasca,2016
326876,14300,298039,the ghost who walks,karen elson,2010,the ghost who walks,karen elson/karen elson,2010
327066,9119,399230,new joc city,yung joc,2006,new joc city,yung joc/yung joc,2006
327073,15356,331710,the only she chapters,prefuse 73,2011,the only she chapters,prefuse 73/prefuse 73,2011
327291,6545,174283,this is for real,pink grease,2004,this is for real,pink grease/pink grease,2004
327488,2948,44679,i am the resurrection: a tribute to john fahey,various artists,2006,i am the resurrection: a tribute to john fahey,various/various,2007
327545,18859,650798,kindly bent to free us,cynic,2014,kindly bent to free us,cynic (2)/cynic (2),2014
327546,20495,851970,live at carnegie hall,ryan adams,2015,live at carnegie hall,ryan adams/ryan adams,2015
327558,14285,360858,k.r.i.t. wuz here,big k.r.i.t.,2010,k.r.i.t. wuz here,big k.r.i.t./big k.r.i.t.,2010
328147,12244,361224,the week that was,the week that was,2008,the week that was,the week that was/the week that was,2008
328150,22140,1026571,mono no aware,johnny foreigner,2016,mono no aware,johnny foreigner/johnny foreigner,2016
328266,7809,393320,the carlton chronicles: not until the operation's through,south san gabriel,2005,the carlton chronicles: not until the operation's through,south san gabriel/south san gabriel,2005
328298,16613,518877,into the trees,one little plane,2012,into the trees,one little plane/one little plane,2012
328299,17753,543543,life after defo,deptford goth,2013,life after defo,deptford goth/deptford goth,2013
328317,20969,874764,music for dogs,gardens & villa,2015,music for dogs,gardens & villa/gardens & villa,2015
328502,6769,521277,i blame the scenery,reuben's accomplice,2001,i blame the scenery,reubens accomplice/reubens accomplice,2001
328506,3990,153243,the lost riots,hope of the states,2004,the lost riots,hope of the states/hope of the states,2004
328670,8718,128403,stars of super 8,the wisdom of harry,,stars of super 8,wisdom of harry/wisdom of harry,1999
329024,3139,177310,songs for silverman,ben folds five,2005,songs for silverman,ben folds/ben folds,2005
329042,9809,133437,ghost is not real,husky rescue,2006,ghost is not real,husky rescue/husky rescue,2007
329172,16214,445663,to solemn ash,rising,2012,to solemn ash,rising (3)/rising (3),2011
329343,15859,378231,in the pit of the stomach,we were promised jetpacks,2011,in the pit of the stomach,we were promised jetpacks./we were promised jetpacks.,2011
329433,16017,389942,you're never going back,coasting,2011,you're never going back,coasting/coasting,2011
329910,16978,467049,the orbserver in the star house,the orb,2012,the orbserver in the star house,lee perry/lee perry/the orb/the orb,2012
330048,7716,158925,harmonies for the haunted,stellastarr*,2005,harmonies for the haunted,stellastarr*/stellastarr*,2005
330056,22486,1143745,shit don't stop,g perico,2016,shit don't stop,g perico/g perico,2017
330117,12202,291941,girls and weather,the rumble strips,2008,girls and weather,the rumble strips/the rumble strips,2007
330208,19056,645247,three love songs,ricky eat acid,2014,three love songs,ricky eat acid/ricky eat acid,2014
330486,2256,120615,the runners four,deerhoof,2005,the runners four,deerhoof/deerhoof,2005
330641,9077,30669,let's get out of this country,camera obscura,2006,let's get out of this country,camera obscura/camera obscura,2006
330739,12768,652082,"baby, they told us we would rise again",bloodkin,2009,"baby, they told us we would rise again",bloodkin/bloodkin,2009
